"time","eps_h_is","eps","eta","lambda","Pr","p","T","d","h","u","s","g","f","cp","cp2","cv","cv2","h_is","a","beta","beta2","kappa","kappa2","MM","h2","d2","err_T","err_d","err_u","s_is","err_h_is"
0.0172,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01722,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01724,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01726,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01728,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.0173,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01732,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01734,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01736,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01738,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.0174,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01742,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01744,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01746,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01748,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.0175,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01752,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01754,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01756,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01758,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.0176,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01762,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01764,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01766,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01768,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.0177,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01772,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01774,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01776,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
0.01778,0.001,0.001,0.000890082205413338,0.607519034999724,6.12692221446604,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.0963816577,4138.0963816577,105124.793523609,1498.23397928673,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,0.018015268,104929.294642565,997.048031971739,7.69798260742074e-05,5.89950519849123e-06,5.71926459081016e-09,367.865326564074,0.00084988289967568
